Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Region,IncomeGroup,SpecialNotes,TableName,Unnamed: 5
Eritrea,ERI,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,82159.0,,80015.0,79239.0,78764.0,80341.0,,69204.0,58273.0,55560.0,45743.0,37210.0,38797.0,41112.0,49834.0,65686.0,76133.0,82550.0,87471.0,78045.0,72175.0,79140.0,80240.0,84899.0,,98469.0,98598.0,102195.0,,,101796.0,,Sub-Saharan Africa,Low income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1992-1997. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Eritrea,
Spain,ESP,"Children out of school, primary, male",SE.PRM.UNER.MA,,126147.0,104263.0,96985.0,,,,,19562.0,17707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6160.0,13180.0,26713.0,29846.0,34865.0,40594.0,45132.0,49507.0,48404.0,45540.0,40706.0,33549.0,29273.0,28577.0,27232.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Spain,
Estonia,EST,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,9099.0,7124.0,,1511.0,,,,,,,,,,,,,,,,1007.0,1069.0,1103.0,1099.0,1138.0,1101.0,1051.0,1005.0,841.0,,Europe & Central Asia,High income,"The following irrevocable euro conversion rate entered into force on January 1, 2011: 1 euro = 15.6466 Estonian kroon. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Estonia,
Ethiopia,ETH,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,2227375.0,2301271.0,2477239.0,,,,,3435616.0,3432561.0,3348662.0,,3283751.0,3343652.0,3271945.0,3159893.0,3145149.0,3205722.0,3161902.0,2548274.0,2312651.0,1975586.0,1589566.0,1696471.0,1880438.0,1989978.0,1584708.0,,1189518.0,1291138.0,,378791.0,,,,1995326.0,1954473.0,1938388.0,Sub-Saharan Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: July 7). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Ethiopia,
Finland,FIN,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,1186.0,1421.0,1388.0,1744.0,961.0,670.0,974.0,1050.0,2177.0,2102.0,1871.0,1758.0,1921.0,2347.0,2241.0,2017.0,2191.0,2095.0,1833.0,2235.0,2487.0,2541.0,2984.0,3064.0,3608.0,3710.0,4824.0,4097.0,2554.0,3664.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 5.94573 Finnish markka. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Finland,
Fiji,FJI,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,6087.0,,5324.0,6317.0,6973.0,6443.0,5615.0,5484.0,4191.0,3213.0,3749.0,5281.0,3097.0,,4827.0,5970.0,6669.0,6587.0,,6475.0,5923.0,6632.0,4799.0,3135.0,1070.0,,,,,,,,East Asia & Pacific,Upper middle income,,Fiji,
France,FRA,"Children out of school, primary, male",SE.PRM.UNER.MA,,32888.0,32470.0,,,,,,,38155.0,49622.0,,37456.0,39291.0,,32935.0,11854.0,16975.0,19526.0,18586.0,3450.0,,,,,,,,,,72517.0,73823.0,75192.0,79580.0,81089.0,,,,11188.0,19927.0,25514.0,8639.0,14744.0,17614.0,32595.0,12578.0,6482.0,,,,,,,,Europe & Central Asia,High income,"The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",France,
"Micronesia, Fed. Sts.",FSM,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.0,1177.0,686.0,819.0,,747.0,1284.0,1238.0,1211.0,,East Asia & Pacific,Lower middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY. The source for national accounts data is the Pacific and Virgin Islands Training Initiative.,"Micronesia, Fed. Sts.",
Gabon,GAB,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,2154.0,,,,,,,,,,,,,,,,,,,,,,12953.0,,,,,,,,,,,,,,,,,,,,,,38500.0,,,,,Sub-Saharan Africa,Upper middle income,,Gabon,
United Kingdom,GBR,"Children out of school, primary, male",SE.PRM.UNER.MA,,50809.0,46262.0,54758.0,62667.0,70211.0,70933.0,70493.0,71956.0,66631.0,30172.0,30596.0,36958.0,40187.0,47512.0,107815.0,120173.0,103529.0,94050.0,92610.0,82735.0,87137.0,88877.0,,,,,,,,,,,,14465.0,2253.0,29279.0,56538.0,6089.0,14335.0,10431.0,21822.0,41927.0,42571.0,39582.0,37081.0,34107.0,22624.0,11846.0,,,,,,Europe & Central Asia,High income,,United Kingdom,
Georgia,GEO,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,23683.0,24738.0,20382.0,,,,,,,,,,,,,,,,,,,,,,,,,2792.0,4362.0,Europe & Central Asia,Upper middle income,"Includes self-governed areas only, which mostly exclude Abkhazia and South Ossetia, but small areas in Abkhazia and South Ossetia are included before 2008 or 2009 because of the changes in self-governed areas.",Georgia,
Ghana,GHA,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667787.0,538177.0,626172.0,557074.0,563154.0,,463275.0,446020.0,364879.0,285407.0,304332.0,,213714.0,,,,,,174388.0,202825.0,150325.0,286029.0,466109.0,,,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1974-1987. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Ghana,
Gibraltar,GIB,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,505.0,514.0,,501.0,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income,The DEC conversion is not reported when national accounts data are unavailable.,Gibraltar,
Guinea,GIN,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,274876.0,263172.0,281920.0,299360.0,301810.0,310655.0,323652.0,329308.0,,,,,,,320194.0,320998.0,321101.0,313985.0,270122.0,257437.0,245243.0,242165.0,235167.0,223958.0,233903.0,221975.0,185783.0,155316.0,160234.0,143455.0,110646.0,172422.0,119685.0,,92136.0,107695.0,79884.0,144387.0,,,Sub-Saharan Africa,Lower middle income,,Guinea,
"Gambia, The",GMB,"Children out of school, primary, male",SE.PRM.UNER.MA,,30189.0,31381.0,31798.0,32615.0,33215.0,33606.0,31124.0,29713.0,28579.0,27401.0,24326.0,23644.0,23482.0,24753.0,24236.0,25722.0,,,,,,46049.0,45385.0,,,44322.0,,46476.0,37776.0,43156.0,45231.0,48285.0,47181.0,49330.0,54299.0,50443.0,50239.0,59146.0,,62760.0,66308.0,65692.0,69057.0,73763.0,72550.0,68250.0,66302.0,65167.0,61790.0,60409.0,62633.0,,,Sub-Saharan Africa,Low income,,"Gambia, The",
Guinea-Bissau,GNB,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,34557.0,27427.0,,30978.0,31814.0,,40863.0,42596.0,,,,,,,,,,,,42391.0,,,,,,,,,,36588.0,,,,,,,,,,,,,,Sub-Saharan Africa,Low income,,Guinea-Bissau,
Equatorial Guinea,GNQ,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,14135.0,,,,,,18324.0,18541.0,20507.0,22810.0,,,,,40766.0,41528.0,42061.0,41830.0,42304.0,,,56137.0,,,,,,,,,Sub-Saharan Africa,Upper middle income,,Equatorial Guinea,
Greece,GRC,"Children out of school, primary, male",SE.PRM.UNER.MA,,4698.0,9012.0,11951.0,11834.0,12534.0,10231.0,10576.0,11523.0,13860.0,20152.0,19061.0,22519.0,21641.0,22669.0,22587.0,25899.0,35369.0,31697.0,34026.0,35001.0,34757.0,33568.0,29570.0,25660.0,22597.0,24474.0,20170.0,,,,,19254.0,12373.0,4309.0,4320.0,7184.0,5859.0,,,2932.0,3209.0,4769.0,5551.0,7997.0,5337.0,2727.0,4958.0,8905.0,9885.0,11780.0,12031.0,,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Greece,
Grenada,GRD,"Children out of school, primary, male",SE.PRM.UNER.MA,,,1559.0,,,,,938.0,774.0,683.0,819.0,1103.0,1326.0,1264.0,1008.0,,,,,,,,,,,,,,,,,,333.0,,,701.0,,288.0,,,,,,,614.0,,121.0,,441.0,,,1220.0,,,Latin America & Caribbean,Upper middle income,,Grenada,
Guatemala,GTM,"Children out of school, primary, male",SE.PRM.UNER.MA,214426.0,213762.0,216499.0,,226294.0,225441.0,,,222044.0,,,200819.0,229034.0,207535.0,,,,,,,,,,,,,,230775.0,,135130.0,119958.0,132766.0,104483.0,,60816.0,48968.0,36674.0,28163.0,28309.0,,,24379.0,53714.0,79184.0,101044.0,106070.0,117236.0,109249.0,99511.0,101956.0,103987.0,90146.0,89725.0,88185.0,Latin America & Caribbean,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1985-2003. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Guatemala,
Guyana,GUY,"Children out of school, primary, male",SE.PRM.UNER.MA,,9647.0,10094.0,,10318.0,,10962.0,5518.0,,4918.0,,,3991.0,,,,,,,,,3032.0,3569.0,4271.0,,3787.0,5528.0,,,,,,,4249.0,,,,,,1842.0,,,,,,,,,,,7554.0,7854.0,,6316.0,Latin America & Caribbean,High income,,Guyana,
High income,HIC,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776000.0,1842000.0,1768000.0,1513000.0,1453000.0,1237000.0,1111000.0,1034000.0,995800.0,996300.0,1015000.0,1031000.0,1054000.0,1089000.0,1103000.0,1084000.0,1064000.0,1022000.0,981700.0,981200.0,1010000.0,1034000.0,1042000.0,1049000.0,,,"High income group aggregate. High-income economies are those in which 2023 Atlas GNI per capita was more than $14,005.",High income,
"Hong Kong SAR, China",HKG,"Children out of school, primary, male",SE.PRM.UNER.MA,,42557.0,38011.0,37548.0,33966.0,30472.0,29294.0,27175.0,28536.0,27386.0,13892.0,12674.0,12880.0,12398.0,13530.0,15235.0,,,,,,,,,,20531.0,19025.0,,,,,10075.0,8930.0,3588.0,5472.0,2614.0,847.0,2452.0,,,,,,,,,,,,648.0,,,77.0,,East Asia & Pacific,High income,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. Agriculture value added includes mining and quarrying.","Hong Kong SAR, China",
Honduras,HND,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,79385.0,81811.0,,55883.0,56012.0,56208.0,,64816.0,,,,,78933.0,,74475.0,,,,,,,86877.0,,,64412.0,63476.0,90488.0,67966.0,102758.0,88174.0,101126.0,101111.0,101867.0,124747.0,144673.0,147990.0,155528.0,147511.0,139094.0,128759.0,96021.0,133094.0,150742.0,138222.0,138053.0,Latin America & Caribbean,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1988-1989. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Honduras,
Croatia,HRV,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15776.0,6649.0,,,,35.0,,,,,,2073.0,,,,,,,,,,,,,,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2023: 1 euro = 7.53450 Croatian kuna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Croatia,
Haiti,HTI,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,265766.0,244272.0,233930.0,255028.0,233626.0,231625.0,287403.0,,,,,,,,,,255525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: September 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Haiti,
Hungary,HUN,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,55673.0,29812.0,437.0,657.0,6363.0,3880.0,,,,,123.0,390.0,928.0,2698.0,3813.0,4681.0,3360.0,4879.0,7035.0,8604.0,9981.0,9383.0,8441.0,8080.0,7841.0,7096.0,7054.0,,Europe & Central Asia,High income,,Hungary,
Indonesia,IDN,"Children out of school, primary, male",SE.PRM.UNER.MA,,2290116.0,2288942.0,,2272313.0,2330718.0,2103980.0,,1126115.0,,,575457.0,,,,,,,,4067.0,262041.0,414811.0,493337.0,613616.0,445933.0,416203.0,644224.0,656786.0,,,,381252.0,439161.0,399841.0,474011.0,478423.0,236256.0,,117332.0,,,,,157299.0,222446.0,,360524.0,427793.0,675712.0,,,,,,East Asia & Pacific,Upper middle income,Fiscal year end: March 31; reporting period for national accounts data: CY. Data for Indonesia include Timor-Leste through 1999 unless otherwise noted.,Indonesia,
India,IND,"Children out of school, primary, male",SE.PRM.UNER.MA,,9802315.0,,,,,,,,,,,,,,,,,,,5263626.0,,,,,,,,,,5782784.0,3036169.0,4479528.0,4207649.0,,,,,,1388611.0,897434.0,1407921.0,550673.0,,,,3294559.03793475,4380744.70017511,4453745.84608763,5009872.89344981,2868354.44477344,1627908.06515688,,815165.081318893,South Asia,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: March 31). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",India,
Ireland,IRL,"Children out of school, primary, male",SE.PRM.UNER.MA,,12337.0,13000.0,12321.0,14624.0,16013.0,16671.0,17509.0,18534.0,20255.0,21198.0,22220.0,22287.0,22009.0,,,22546.0,23341.0,21986.0,21107.0,19697.0,18832.0,17668.0,16209.0,15065.0,14406.0,15012.0,,,228.0,,778.0,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Ireland,
"Iran, Islamic Rep.",IRN,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,204114.0,241899.0,258690.0,263490.0,246203.0,264130.0,,,,,,,,28697.0,,419388.0,464349.0,,,,,,,,,,,,,,,,37390.0,9754.0,,22003.0,75606.0,,,,Middle East & North Africa,Upper middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: March 20).  

The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1972-2023. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.","Iran, Islamic Rep.",
Iraq,IRQ,"Children out of school, primary, male",SE.PRM.UNER.MA,,178018.0,177524.0,177128.0,167805.0,189265.0,86173.0,86512.0,86722.0,6867.0,10934.0,58178.0,,123724.0,,122590.0,96920.0,70618.0,61430.0,54957.0,,,,254668.0,,,381584.0,,,169227.0,230175.0,,,195175.0,215648.0,,,134623.0,,,,,,,,,,,,,,,,,Middle East & North Africa,Upper middle income,,Iraq,
Iceland,ISL,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,24.0,146.0,119.0,132.0,24.0,,80.0,35.0,48.0,14.0,50.0,213.0,233.0,235.0,174.0,180.0,166.0,176.0,174.0,227.0,187.0,186.0,166.0,221.0,239.0,255.0,246.0,,Europe & Central Asia,High income,,Iceland,
Israel,ISR,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10218.0,14237.0,13793.0,16383.0,15733.0,17312.0,17856.0,17046.0,18041.0,8773.0,8005.0,7413.0,7302.0,7821.0,10304.0,11290.0,12549.0,15633.0,17006.0,19632.0,21005.0,20069.0,20769.0,,Middle East & North Africa,High income,,Israel,
Italy,ITA,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,72572.0,,,9754.0,,,,,,18624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3497.0,13207.0,17897.0,21466.0,23515.0,22079.0,20351.0,20511.0,18733.0,27644.0,32310.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1936.27 Italian lira. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Italy,
Jamaica,JAM,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,7764.0,10139.0,,6937.0,7822.0,6741.0,,3799.0,6353.0,8535.0,10177.0,7129.0,15252.0,11224.0,11512.0,13552.0,,18010.0,,,,,,23945.0,20492.0,19740.0,21098.0,22257.0,16596.0,17015.0,,,,,,,,24158.0,25864.0,27945.0,27247.0,27561.0,28146.0,27729.0,17978.0,19824.0,10459.0,18942.0,Latin America & Caribbean,Upper middle income,,Jamaica,
Jordan,JOR,"Children out of school, primary, male",SE.PRM.UNER.MA,,,18012.0,10013.0,3626.0,,,,,,1963.0,5530.0,5311.0,15471.0,19791.0,25425.0,,,,,,,,,,,,,,40227.0,56645.0,,42998.0,36985.0,33489.0,32089.0,36105.0,43574.0,54517.0,,53458.0,49882.0,47307.0,33300.0,,,19872.0,11318.0,7622.0,7703.0,7165.0,12835.0,9144.0,18039.0,Middle East & North Africa,Lower middle income,,Jordan,
Japan,JPN,"Children out of school, primary, male",SE.PRM.UNER.MA,,2464.0,66296.0,,80212.0,55179.0,5686.0,,,89653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,High income,Fiscal year end: March 31; reporting period for national accounts data: CY.,Japan,
Kazakhstan,KAZ,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21625.0,,,,,,1820.0,9654.0,16113.0,17415.0,18486.0,11206.0,6343.0,9792.0,13732.0,17735.0,25875.0,19404.0,18923.0,15439.0,65028.0,72465.0,74558.0,37888.0,Europe & Central Asia,Upper middle income,,Kazakhstan,
Kenya,KEN,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995964.0,956742.0,744360.0,721218.0,394981.0,429115.0,410177.0,436342.0,111087.0,274145.0,205123.0,,,649602.0,,,,,,,,,,,,Sub-Saharan Africa,Lower middle income,Fiscal year end: June 30; reporting period for national accounts data: CY.,Kenya,
Kyrgyz Republic,KGZ,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,17552.0,,,18981.0,24749.0,21158.0,18771.0,18702.0,7345.0,12729.0,10664.0,9655.0,8077.0,9197.0,7455.0,8433.0,5815.0,2966.0,1322.0,2026.0,2310.0,3484.0,1127.0,3615.0,11168.0,14940.0,17339.0,,Europe & Central Asia,Lower middle income,,Kyrgyz Republic,
Cambodia,KHM,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,88118.0,74886.0,43179.0,,,,,,,,,,,42573.0,,,,62839.0,70854.0,65844.0,68715.0,58656.0,52630.0,62274.0,90163.0,144927.0,41849.7783138268,East Asia & Pacific,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1963-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Cambodia,
Kiribati,KIR,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,332.0,,160.0,,158.0,207.0,113.0,205.0,325.0,,156.0,,,,232.0,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,271.0,413.0,816.0,1189.0,East Asia & Pacific,Lower middle income,,Kiribati,
St. Kitts and Nevis,KNA,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,146.0,182.0,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,Latin America & Caribbean,High income,,St. Kitts and Nevis,
"Korea, Rep.",KOR,"Children out of school, primary, male",SE.PRM.UNER.MA,,229745.0,176757.0,171502.0,155362.0,144793.0,127924.0,177204.0,199048.0,163570.0,123019.0,91248.0,41655.0,3005.0,17256.0,21556.0,58789.0,72545.0,110331.0,103449.0,74086.0,56618.0,15131.0,,,,,9461.0,,,62037.0,55035.0,52198.0,32299.0,35801.0,19505.0,16145.0,7655.0,,23944.0,,15256.0,17643.0,32742.0,40484.0,1956.0,9913.0,25692.0,26049.0,12418.0,18502.0,18877.0,13453.0,,East Asia & Pacific,High income,,"Korea, Rep.",
Kuwait,KWT,"Children out of school, primary, male",SE.PRM.UNER.MA,,21412.0,22537.0,22261.0,22501.0,22984.0,23422.0,22539.0,15749.0,17228.0,21423.0,22959.0,22880.0,24786.0,29138.0,33103.0,36938.0,45214.0,46233.0,,,,34186.0,,20462.0,,18368.0,19969.0,9734.0,8939.0,7659.0,5612.0,1865.0,,,3291.0,,,,,,,3268.0,7276.0,10511.0,,,,,,,,,,Middle East & North Africa,High income,,Kuwait,
Lao PDR,LAO,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,124802.0,112568.0,102964.0,,104574.0,98607.0,86950.0,86633.0,84210.0,86617.0,78102.0,63194.0,59997.0,55594.0,52408.0,47380.0,43208.0,38436.0,20319.0,20780.0,20803.0,13532.0,11458.0,15778.0,16424.0,20435.0,21278.0,19680.0,20102.0,20041.0,29190.0,29356.0,East Asia & Pacific,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2020. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Lao PDR,
Lebanon,LBN,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,8588.0,,,,,,,,,,,,,,,,,,,,,,,105072.0,74713.0,,,,,,,,,,,,,,,,,,,,,,,,,80893.0,Middle East & North Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1984-2023. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Lebanon,
Liberia,LBR,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99918.0,,,,,,,,,174833.0,,,106418.0,,,332722.0,189727.0,78041.0,104065.0,,,135361.0,148252.0,165518.0,,Sub-Saharan Africa,Low income,National accounts data are provided in the US dollar.,Liberia,
Libya,LBY,"Children out of school, primary, male",SE.PRM.UNER.MA,,34447.0,29512.0,28894.0,27186.0,24361.0,12434.0,6567.0,4835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle East & North Africa,Upper middle income,,Libya,
St. Lucia,LCA,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,1192.0,1157.0,229.0,420.0,,,,,,1933.0,,,,,,,,,,809.0,545.0,,,377.0,646.0,419.0,416.0,487.0,434.0,566.0,709.0,700.0,515.0,707.0,558.0,611.0,684.0,651.0,595.0,629.0,,,,Latin America & Caribbean,Upper middle income,,St. Lucia,
Low income,LIC,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12720000.0,12390000.0,12130000.0,11920000.0,11750000.0,11560000.0,11400000.0,11210000.0,10990000.0,10840000.0,10820000.0,10870000.0,10930000.0,11070000.0,11230000.0,11430000.0,11690000.0,11930000.0,12160000.0,12310000.0,12340000.0,12320000.0,12450000.0,12350000.0,,,"Low income group aggregate. Low-income economies are those in which 2023 Atlas GNI per capita was $1,145 or less.",Low income,
Liechtenstein,LIE,"Children out of school, primary, male",SE.PRM.UNER.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,Europe & Central Asia,High income,,Liechtenstein,
