Indicator Name,Indicator Code,Year,Value
Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,1988,0.7
Income share held by lowest 20%,SI.DST.FRST.20,1988,5.7
Income share held by highest 20%,SI.DST.05TH.20,1988,43.1
External balance on goods and services (current LCU),NE.RSB.GNFS.CN,1988,-109392000000.0
Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1988,3.92808074267947
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,1988,22.827807757869
Gross capital formation (current LCU),NE.GDI.TOTL.CN,1988,1195364000000.0
Changes in inventories (current US$),NE.GDI.STKB.CD,1988,18482000000.0
Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,1988,1672307045000.0
Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1988,544308867000.0
Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,1988,9396285973000.0
Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,1988,56.8930215125542
Final consumption expenditure (constant 2015 US$),NE.CON.TOTL.KD,1988,7720687325000.0
Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,1988,5905501700000.0
Households and NPISHs Final consumption expenditure (current LCU),NE.CON.PRVT.CN,1988,3330012000000.0
General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,1988,1.98456186100874
Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,1988,11917000000.0
Military expenditure (current USD),MS.MIL.XPND.CD,1988,309661269300.954
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,1988,52.45280929
"Industrial design applications, resident, by count",IP.IDS.RSCT,1988,7588.0
Expense (% of GDP),GC.XPN.TOTL.GD.ZS,1988,21.0303263401572
Interest payments (% of expense),GC.XPN.INTP.ZS,1988,15.2764156768733
Goods and services expense (current LCU),GC.XPN.GSRV.CN,1988,224080000000.0
"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,1988,51.4923589972677
Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,1988,0.790591853060037
Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,1988,2.94133549608002
Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,1988,35020000000.0
"Revenue, excluding grants (current LCU)",GC.REV.XGRT.CN,1988,962570000000.0
Grants and other revenue (current LCU),GC.REV.GOTR.CN,1988,78200000000.0
Net investment in nonfinancial assets (current LCU),GC.NFN.TOTL.CN,1988,17450000000.0
"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,1988,21.9688078040836
Lending interest rate (%),FR.INR.LEND,1988,9.315
Consumer price index (2010 = 100),FP.CPI.TOTL,1988,54.2331348364675
Broad money (current LCU),FM.LBL.BMNY.CN,1988,3927548000000.0
Net domestic credit (current LCU),FM.AST.DOMS.CN,1988,4432979000000.0
Total reserves in months of imports,FI.RES.TOTL.MO,1988,2.6062331938462
Domestic credit to private sector by banks (% of GDP),FD.AST.PRVT.GD.ZS,1988,57.3356926979752
"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1988,16.8772178850248
"Net ODA provided, total (constant 2021 US$)",DC.ODA.TOTL.KD,1988,20428543750.0
"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,1988,889000000.0
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1988,1.8
"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,1988,98.0
"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1988,11.9
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,1988,71.9759292602539
Primary school starting age (years),SE.PRM.AGES,1988,6.0
"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,1988,64.3721237182617
External balance on goods and services (current US$),NE.RSB.GNFS.CD,1988,-109392000000.0
Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,1988,665886228000.0
Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1988,1675598648000.0
Gross capital formation (current US$),NE.GDI.TOTL.CD,1988,1195364000000.0
Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,1988,22.4748579091359
Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN,1988,1176882000000.0
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1988,8.49052351999585
Exports of goods and services (current LCU),NE.EXP.GNFS.CN,1988,444601000000.0
Gross national expenditure (constant 2015 US$),NE.DAB.TOTL.KD,1988,9396285973000.0
Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,1988,79.2612650049518
Final consumption expenditure (current LCU),NE.CON.TOTL.CN,1988,4150467000000.0
Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,1988,4.17689295190237
Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,1988,3330012000000.0
General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,1988,1886407272000.0
Fixed telephone subscriptions,IT.MLT.MAIN,1988,127086765.0
"Air transport, passengers carried",IS.AIR.PSGR,1988,454202912.0
"Patent applications, residents",IP.PAT.RESD,1988,75192.0
"Industrial design applications, nonresident, by count",IP.IDS.NRCT,1988,3701.0
"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD,1988,10141000000.0
Export value index (2015 = 100),TX.VAL.MRCH.XD.WD,1989,27.0886053217
Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1989,1.06151694091646
Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,1989,0.576342648249213
Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1989,363812000000.0
Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,1989,4.46568201563858
Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1989,4.59318112870477
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,1989,102.9411765
"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,1989,20.9438149748861
"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,1989,1.47782538546102
Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,1989,10.0740573503251
Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,1989,77.3229008471111
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,1989,74.4534359116527
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,1989,5.71130962138627
"Tariff rate, applied, weighted mean, primary products (%)",TM.TAX.TCOM.WM.AR.ZS,1989,2.44
"Share of tariff lines with international peaks, primary products (%)",TM.TAX.TCOM.IP.ZS,1989,7.43631992652819
"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,1989,3.91
"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS,1989,10.2151517476883
"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,1989,4.2
"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS,1989,10.8773061918869
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1989,15.1860648967133
Urban population (% of total population),SP.URB.TOTL.IN.ZS,1989,75.089
Rural population growth (annual %),SP.RUR.TOTL.ZG,1989,0.356039611103647
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,1989,49.0573152486777
"Population, total",SP.POP.TOTL,1989,246819000.0
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1989,32.353196197282
"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,1989,1.76151832643059
"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,1989,2.74511287411597
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,1989,10.0222817419926
"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1989,3.62760471430116
"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1989,4.22985867109153
"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,1989,5.49711539067121
"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,1989,8.16456863806382
"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,1989,9.24932525517302
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,1989,66.324146942536
"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,1989,65.1175856051077
"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,1989,6.94616271575726
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,1989,21.4579815008556
"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,1989,20.5502109557409
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1989,71.7
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1989,9.7
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1989,8.8
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1989,58.839
Refugees under the mandate of the UNHCR by country or territory of asylum,SM.POP.RHCR.EA,1989,411496.0
"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1989,5.3
"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,1989,5.4
"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,1989,68.6
"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,1989,64.4
"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,1989,64.7
Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,1989,0.6
Gini index,SI.POV.GINI,1989,38.2
Income share held by lowest 10%,SI.DST.FRST.10,1989,2.0
Income share held by fourth 20%,SI.DST.04TH.20,1989,23.3
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,1989,-1.53753026634383
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1989,10.4763204634163
Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1989,591030000000.0
Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,1989,3.62264036632239
Changes in inventories (constant LCU),NE.GDI.STKB.KN,1989,39501143000.0
Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,1989,1721314223000.0
Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,1989,1242441000000.0
Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,1989,607321751000.0
Exports of goods and services (current US$),NE.EXP.GNFS.CD,1989,504289000000.0
Gross national expenditure (current LCU),NE.DAB.TOTL.CN,1989,5728320000000.0
Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,1989,7948187708000.0
Final consumption expenditure (current US$),NE.CON.TOTL.CD,1989,4458186000000.0
Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1989,1.94823147774734
Households and NPISHs Final consumption expenditure (constant 2015 US$),NE.CON.PRVT.KD,1989,6077682329000.0
General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,1989,15.6237968795976
General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,1989,881429000000.0
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1989,5.87120600804653
"Armed forces personnel, total",MS.MIL.TOTL.P1,1989,2240000.0
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1989,1.432490449
"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1989,14651.0
"Patent applications, nonresidents",IP.PAT.NRES,1989,76337.0
Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,1989,156720000000.0
Goods and services expense (% of expense),GC.XPN.GSRV.ZS,1989,20.1519103491049
"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,1989,90.3041262534934
Tax revenue (current LCU),GC.TAX.TOTL.CN,1989,608300000000.0
Taxes on international trade (current LCU),GC.TAX.INTT.CN,1989,16630000000.0
Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,1989,3.20863790549902
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,1989,18.5506542493415
Grants and other revenue (% of revenue),GC.REV.GOTR.ZS,1989,7.96808561463857
Net investment in nonfinancial assets (% of GDP),GC.NFN.TOTL.GD.ZS,1989,0.309133256995381
"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,1989,39.128400199944
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1989,4.82700303008944
Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,1989,73.3197083086653
Net foreign assets (current LCU),FM.AST.NFRG.CN,1989,114803574571.2
Total reserves minus gold (current US$),FI.RES.XGLD.CD,1989,63549633269.3773
"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,1989,2818.0
Total fisheries production (metric tons),ER.FSH.PROD.MT,1989,5860594.33
Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1989,103839184.0
Nitrous oxide (N2O) emissions from Waste (Mt CO2e),EN.GHG.N2O.WA.MT.CE.AR5,1989,5.4393
Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),EN.GHG.N2O.IP.MT.CE.AR5,1989,69.5786
Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),EN.GHG.N2O.AG.MT.CE.AR5,1989,117.5284
Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),EN.GHG.CO2.TR.MT.CE.AR5,1989,1433.5868
Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,1989,20.5780312698779
Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.CO2.IC.MT.CE.AR5,1989,671.9414
Net ODA provided to the least developed countries (% of GNI),DC.ODA.TLDC.GN.ZS,1989,0.0168550272798129
Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1989,1.15909892433274
Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,1989,4.19604967113641
Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,1989,3.50344441965094
Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,1989,84.8
Travel services (% of commercial service imports),TM.VAL.TRVL.ZS.WT,1989,39.8317953510104
Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,1989,22.156789994
Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,1989,2.58590173989198
Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,1989,0.305074982281206
Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1989,492922000000.0
Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,1989,3.35241210139002
Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1989,2.18129678854317
"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,1989,3.47910645309419
"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,1989,5.5274718950236
"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,1989,5.9936057255155
Urban population,SP.URB.TOTL,1989,185333919.0
Rural population,SP.RUR.TOTL,1989,61485081.0
"Population, male",SP.POP.TOTL.MA.IN,1989,121082775.0
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1989,18.421452784448
"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,1989,3.67352106794892
"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1989,3.56254625785768
"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1989,12135257.0
"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1989,4.27271714926104
"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1989,4.398177404043
"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,1989,5.49610332101685
"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,1989,7.82969373875659
"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,1989,8.57354575577312
"Population ages 15-64, total",SP.POP.1564.TO,1989,163700596.0
"Population ages 15-64, female",SP.POP.1564.FE.IN,1989,81876394.0
"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,1989,6.33770781416406
"Population ages 0-14, total",SP.POP.0014.TO,1989,52962375.0
"Population ages 0-14, female",SP.POP.0014.FE.IN,1989,25839059.0
"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1989,73.632331
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1989,75.0170731707317
"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,1989,8.6
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1989,16.4
"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,1989,5.2
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,1989,12.0
Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1989,4313.0
"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,1989,6.0
"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,1989,12.8
Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,1989,81.25
Lower secondary school starting age (years),SE.SEC.AGES,1989,12.0
"School enrollment, preprimary (% gross)",SE.PRE.ENRR,1989,60.4845008850098
"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1989,1.17964005470276
Subsidies and other transfers (% of expense),GC.XPN.TRFT.ZS,1989,13.3150950289292
Interest payments (current LCU),GC.XPN.INTP.CN,1989,180800000000.0
Compensation of employees (current LCU),GC.XPN.COMP.CN,1989,122690000000.0
Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,1989,10.7824403801772
Taxes on international trade (% of revenue),GC.TAX.INTT.RV.ZS,1989,1.58903062443266
Social contributions (current LCU),GC.REV.SOCL.CN,1989,354860000000.0
Net lending (+) / net borrowing (-) (current LCU),GC.NLD.TOTL.CN,1989,-147900000000.0
"Net incurrence of liabilities, total (current LCU)",GC.LBL.TOTL.CN,1989,139500000000.0
Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,1989,-8400000000.0
Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,1989,147.771961974555
Real interest rate (%),FR.INR.RINR,1989,6.6902646662395
Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,1989,24.5361405334073
Monetary Sector credit to private sector (% GDP),FM.AST.PRVT.GD.ZS,1989,56.1214411565554
Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,1989,-0.7186926805223
"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1989,168583563269.377
Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,1989,11417.2733865707
Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,1989,29.8067173638
"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,1989,20.4190663527161
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1989,42.0709848107318
Population density (people per sq. km of land area),EN.POP.DNST,1989,26.9483653165862
Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.N2O.MT.CE.AR5,1989,230.4667
Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),EN.GHG.N2O.BU.MT.CE.AR5,1989,6.7828
Carbon dioxide (CO2) emissions from Waste (Mt CO2e),EN.GHG.CO2.WA.MT.CE.AR5,1989,0.0023
Capture fisheries production (metric tons),ER.FSH.CAPT.MT,1989,5491342.33
Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1989,8.63818673148545
Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),EN.GHG.N2O.TR.MT.CE.AR5,1989,16.9535
Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),EN.GHG.N2O.IC.MT.CE.AR5,1989,1.5759
Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),EN.GHG.CO2.MT.CE.AR5,1989,5079.0491
Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),EN.GHG.CO2.FE.MT.CE.AR5,1989,295.5322
Methane (CH4) emissions from Waste (Mt CO2e),EN.GHG.CH4.WA.MT.CE.AR5,1989,255.8027
Methane (CH4) emissions from Industrial Processes (Mt CO2e),EN.GHG.CH4.IP.MT.CE.AR5,1989,0.6579
Methane (CH4) emissions from Agriculture (Mt CO2e),EN.GHG.CH4.AG.MT.CE.AR5,1989,229.5693
"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,1989,2341571000000.0
"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1989,1020000000.0
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1989,1.34324072334346
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,1989,648353000000.0
"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,1989,4.0427874783703
"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,1989,3.00456190026742
"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,1989,-206500000.0
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,1989,-24800000000.0
"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,1989,19800000000.0
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,1989,10220000000.0
"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,1989,33.2650473124573
"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,1989,102510000000.0
"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,1989,141490000000.0
Surface area (sq. km),AG.SRF.TOTL.K2,1989,9629090.0
Cereal production (metric tons),AG.PRD.CREL.MT,1989,284238058.0
Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1989,715.0
Arable land (hectares per person),AG.LND.ARBL.HA.PC,1989,0.752478536903561
Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,1989,98.8163304892523
"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,1989,10.9
"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,1989,10.4
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,1989,76.4
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,1989,57.4
"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,1989,63.0
"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,1989,54.3
Prosperity gap (average shortfall from a prosperity standard of $25/day),SI.SPR.PGAP,1989,1.0
Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,1989,1.2
Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,1989,0.3
Proportion of people living below 50 percent of median income (%),SI.DST.50MD,1989,18.0
Income share held by third 20%,SI.DST.03RD.20,1989,16.3
Number of maternal deaths,SH.MMR.DTHS,1989,480.0
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1989,5.0
"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,1989,10.3
Number of neonatal deaths,SH.DTH.NMRT,1989,24562.0
Number of infant deaths,SH.DTH.IMRT,1989,38945.0
"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,1989,15.197395324707
"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,1989,61.1069984436035
DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,1989,1.0
Net secondary income (Net current transfers from abroad) (current US$),NY.TRF.NCTR.CD,1989,-30400000000.0
Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,1989,19.9011814147326
GNI per capita (current LCU),NY.GNP.PCAP.CN,1989,22682.7837403117
GNI (constant LCU),NY.GNP.MKTP.KN,1989,9448149335000.0
GNI (current LCU),NY.GNP.MKTP.CN,1989,5598542000000.0
Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,1989,20.9762867849078
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1989,0.539633871691538
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1989,2.69776021537939
Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,1989,0.18431805922785
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1989,3.67223783573645
GDP (current US$),NY.GDP.MKTP.CD,1989,5641580000000.0
Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,1989,1000000.0
"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1989,3.92075948089523
Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1989,32356.2773361366
Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1989,4723759474100.79
Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1989,0.649536462219432
Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1989,34514030270.1547
Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,1989,838258000010.242
"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,1989,69.231498380242
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,1989,59.9518858192208
"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,1989,5080000000.0
"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,1989,33.3097372974674
"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,1989,127140000000.0
"Primary income receipts (BoP, current US$)",BX.GSR.FCTY.CD,1989,161290000000.0
"Reserves and related items (BoP, current US$)",BN.RES.INCL.CD,1989,25287930640.6684
"Net trade in goods (BoP, current US$)",BN.GSR.MRCH.CD,1989,-117756000000.0
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,1989,-1.76379666689119
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,1989,0.903647559726176
"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,1989,721679000000.0
"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1989,2.7997268559165
Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,1989,4.07066814615764
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,1989,66.34
Land under cereal production (hectares),AG.LND.CREL.HA,1989,63533008.0
Agricultural land (% of land area),AG.LND.AGRI.ZS,1989,46.615336239049
"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,1989,73.0
"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,1989,61.2
